A településrészek részletes adatai,,,,,,,,,,
,,,,,,,,,,
Helység KSH kód,Helység hivatalos megnevezése,Vármegye megnevezése,Településrész megnevezése,Településrész jelleg kód,Postai irányító-szám,A külterület települési jellege,A településrész távolsága a központi belterülettől,A népszámlálási lakónépesség,A lakások száma,Lakott egyéb lakóegységek száma
06187,Nyíradony,Hajdú-Bihar,Nagyhegytanya,02,4252,Mgl.,5.0,4,3,0
06187,Nyíradony,Hajdú-Bihar,Nagypóka,02,4252,Lh.,1.5,19,11,0
06187,Nyíradony,Hajdú-Bihar,Nyestekert,02,4254,Üd.,2.0,94,36,0
06187,Nyíradony,Hajdú-Bihar,Penyigetanya,02,4254,Mgl.,1.0,7,5,0
06187,Nyíradony,Hajdú-Bihar,Szakolykert,01,4254,,3.0,164,84,0
06187,Nyíradony,Hajdú-Bihar,Szatmári út,02,4254,Mgl.,0.0,125,44,0
06187,Nyíradony,Hajdú-Bihar,Tamásipuszta,01,4252,,0.5,286,77,0
06187,Nyíradony,Hajdú-Bihar,Tisztavíz,02,4254,Mgl.,8.0,17,8,0
06187,Nyíradony,Hajdú-Bihar,Tivorány,02,4254,Lh.,3.8,3,3,0
06187,Nyíradony,Hajdú-Bihar,Újfalussytanya,02,4252,Lh.,1.3,3,4,0
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,A.T.I. telep,02,4300,Ipt.,4.0,2,2,0
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Báthoritanya,02,4300,Kt.,2.5,,,
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Diószegi zártkert,02,4300,Üd.,1.6,14,7,0
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Erdőaljatanya,02,4300,Lh.,2.8,4,3,0
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Fürdő,02,4300,Üd.,3.0,,,
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Györgyliget,02,4300,Mgl.,3.5,2,1,0
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Ipari Park,02,4300,Ipt.,2.1,,,
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Kispiricse,02,4300,Mgl.,8.0,1,1,0
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Központi belterület,00,4300,,,"11,456","4,805",0
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Nyírjestanya,02,4300,Kt.,3.5,,,
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Peresföld,02,4300,Mgl.,4.0,1,1,0
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Rozsnyáros,02,4300,Mgl.,3.0,,,
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Szakálytanya,02,4300,Mgl.,3.0,,2,0
14845,Nyírbátor,Szabolcs-Szatmár-Bereg,Váraditag,02,4300,Mgl.,2.5,14,5,0
15802,Nyírbéltek,Szabolcs-Szatmár-Bereg,Cigány sor,02,4372,Kt.,1.5,,,
15802,Nyírbéltek,Szabolcs-Szatmár-Bereg,Erdőtanya,02,4372,Mgl.,4.1,,,
15802,Nyírbéltek,Szabolcs-Szatmár-Bereg,Gedőrész,02,4372,Mgl.,1.5,1,1,0
15802,Nyírbéltek,Szabolcs-Szatmár-Bereg,Hágótanya,02,4372,Lh.,4.0,27,20,0
15802,Nyírbéltek,Szabolcs-Szatmár-Bereg,Központi belterület,00,4372,,,"2,773","1,078",0
15802,Nyírbéltek,Szabolcs-Szatmár-Bereg,Nagyaszostanya,02,4372,Kt.,4.5,,,
15802,Nyírbéltek,Szabolcs-Szatmár-Bereg,Regálétanya,02,4372,Mgl.,1.7,,,
15802,Nyírbéltek,Szabolcs-Szatmár-Bereg,Veresháztanya,02,4372,Kt.,2.3,,,
31158,Nyírbogát,Szabolcs-Szatmár-Bereg,Báthoritanya,02,4361,Mgl.,2.0,5,1,0
31158,Nyírbogát,Szabolcs-Szatmár-Bereg,Istvántanya,01,4361,,1.0,128,68,0
31158,Nyírbogát,Szabolcs-Szatmár-Bereg,Kecskéstanya,02,4361,Lh.,0.5,,,
31158,Nyírbogát,Szabolcs-Szatmár-Bereg,Kovacsicstanya,02,4361,Mgl.,2.5,,1,0
31158,Nyírbogát,Szabolcs-Szatmár-Bereg,Központi belterület,00,4361,,,"2,782","1,160",0
31158,Nyírbogát,Szabolcs-Szatmár-Bereg,Lebótanya,02,4361,Mgl.,5.0,2,1,0
31158,Nyírbogát,Szabolcs-Szatmár-Bereg,Tölgyfástanya,02,4361,Mgl.,2.5,,,
31158,Nyírbogát,Szabolcs-Szatmár-Bereg,Zsindelyestanya,02,4361,Kt.,4.0,,1,0
28802,Nyírbogdány,Szabolcs-Szatmár-Bereg,Állomáskert,02,4511,Kt.,4.0,,,
28802,Nyírbogdány,Szabolcs-Szatmár-Bereg,Csontostanya,02,4511,Mgl.,4.0,,,
28802,Nyírbogdány,Szabolcs-Szatmár-Bereg,Friedtanya,02,4511,Mgl.,4.0,2,1,0
28802,Nyírbogdány,Szabolcs-Szatmár-Bereg,Gyártelep,01,4512,,4.0,639,274,0
28802,Nyírbogdány,Szabolcs-Szatmár-Bereg,Keccestanya,02,4511,Mgl.,4.5,,1,0
28802,Nyírbogdány,Szabolcs-Szatmár-Bereg,Kéklő vasúti őrház,02,4511,Forg.,4.5,1,4,0
28802,Nyírbogdány,Szabolcs-Szatmár-Bereg,Központi belterület,00,4511,,,"2,044",738,0
28802,Nyírbogdány,Szabolcs-Szatmár-Bereg,Külterület,02,4511,,,2,1,0
28802,Nyírbogdány,Szabolcs-Szatmár-Bereg,Rácztanya,02,4511,Mgl.,1.5,9,2,0
07904,Nyírcsaholy,Szabolcs-Szatmár-Bereg,Főnixpark,02,4356,Üd.,2.0,,,
07904,Nyírcsaholy,Szabolcs-Szatmár-Bereg,Keresztcsárda,02,4356,Lh.,3.0,14,7,0
07904,Nyírcsaholy,Szabolcs-Szatmár-Bereg,Központi belterület,00,4356,,,"2,111",818,0
07904,Nyírcsaholy,Szabolcs-Szatmár-Bereg,Újtanya,02,4356,Lh.,2.0,5,3,0
25973,Nyírcsászári,Szabolcs-Szatmár-Bereg,Dobostanya,02,4331,Mgl.,1.0,,,
25973,Nyírcsászári,Szabolcs-Szatmár-Bereg,Erdőalja,02,4331,Mgl.,2.0,6,2,0
25973,Nyírcsászári,Szabolcs-Szatmár-Bereg,Központi belterület,00,4331,,,"1,058",408,0
05041,Nyírderzs,Szabolcs-Szatmár-Bereg,Bátori út,02,4332,Mgl.,1.5,,,
05041,Nyírderzs,Szabolcs-Szatmár-Bereg,Központi belterület,00,4332,,,511,254,0
05041,Nyírderzs,Szabolcs-Szatmár-Bereg,Nyírderzsitanyák,02,4332,Mgl.,2.0,,1,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Alispántanya,02,4244,Mgl.,3.0,7,3,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Alsóbadurbokor,02,4400,Mgl.,1.0,98,31,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Alsópázsit,02,4400,Mgl.,6.0,921,385,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Antalbokor,02,4400,Mgl.,5.6,52,26,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Bálintbokor,02,4400,Mgl.,0.0,98,45,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Bedőbokor,02,4461,Mgl.,1.0,29,11,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Benkőbokor,02,4400,Mgl.,8.5,53,21,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Butyka,01,4246,,9.8,739,265,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Butyka sor,02,4246,Mgl.,1.0,77,38,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Butykatelep,02,4246,Mgl.,0.0,18,6,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Cúgosrész,02,4400,Mgl.,5.0,538,89,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Császárszállás,02,4246,Lh.,0.0,238,120,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Csernyikbokor,02,4400,Mgl.,1.5,134,50,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Debrőbokor,02,4400,Mgl.,0.0,23,14,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Felsőbadurbokor,02,4400,Mgl.,8.0,22,8,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Felsőpázsit,02,4400,Mgl.,6.5,"2,245",820,6
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Felsősima,01,4433,,0.0,357,125,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Felsősimai külterület,02,4400,Mgl.,3.0,186,67,1
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Fenyvestanya,02,4481,Mgl.,1.2,,,
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Forgácstanya,02,4400,Mgl.,2.0,76,24,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Füzesbokor,02,4400,Mgl.,6.0,35,13,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Gerhátbokor,02,4400,Mgl.,7.0,108,39,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Hármastanya,02,4481,Mgl.,0.8,33,15,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Ilonatanya,02,4400,Mgl.,6.0,18,13,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Ipari park,01,4400,,7.5,5,2,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Istvánbokor,02,4400,Mgl.,6.0,28,6,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Jánosbokor,02,4400,Mgl.,6.5,170,58,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Kállairét,02,4400,Mgl.,8.5,4,3,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Kazárbokor,02,4400,Mgl.,8.0,62,33,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Kecskésdűlő,02,4400,Mgl.,9.0,,,
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Kismezőtanya,02,4400,Mgl.,9.5,20,10,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Kordovánbokor,02,4400,Mgl.,0.5,31,11,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Kovácsbokor,02,4400,Mgl.,6.6,43,27,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Kőlapos,02,4400,Mgl.,7.0,245,97,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Központi belterület,00,4400,,,"84,934","41,800",0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Ladánydűlő,02,4400,Mgl.,1.0,,1,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Lászlótanya,02,4246,Mgl.,4.0,20,9,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Lévaitanya,02,4400,Mgl.,1.0,2,1,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Lóczibokor,02,4400,Mgl.,6.8,23,10,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Mandabokor,01,4400,,8.0,463,172,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Mandabokor I.,02,4400,Mgl.,7.0,38,18,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Mandabokor II.,02,4400,Mgl.,9.0,62,28,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Mátyásbokor,02,4400,Mgl.,1.5,28,10,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Mohosbokor,02,4400,Mgl.,0.5,7,4,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Nádasbokor,02,4400,Mgl.,6.8,26,13,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Nagyszállás,02,4400,Mgl.,3.0,612,266,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Nyíritanya,02,4246,Mgl.,8.5,1,2,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Nyírjes,02,4400,Mgl.,0.0,348,127,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Nyírszőlős,01,4432,,9.6,"4,892","1,763",2
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Oros,01,4551,,8.0,"8,526","3,069",2
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Polyákbokor,02,4400,Mgl.,7.5,125,31,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Rókabokor,02,4400,Mgl.,8.6,38,17,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Rozsrétbokor I.,02,4400,Mgl.,8.0,,,
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Rozsrétbokor II.,02,4400,Mgl.,7.5,32,11,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Rozsrétszőlő,01,4400,,5.5,"1,234",451,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Salamonbokor,02,4400,Mgl.,4.2,189,69,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Sóstógyógyfürdő,01,4431,,0.0,"1,760",797,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Sóstóhegy,01,4481,,1.0,"4,097","1,531",1
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Sóstóhegyi külterület,02,4481,Mgl.,2.0,954,339,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Sulyánbokor,02,4400,Mgl.,9.5,45,24,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Szabadságbokor,02,4400,Mgl.,4.2,63,30,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Százkúttanya,02,4400,Mgl.,6.0,92,33,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Szelesbokor,02,4400,Mgl.,8.5,23,8,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Szélsőbokor,02,4400,Mgl.,4.5,65,25,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Szövetkezetitanya,02,4481,Mgl.,1.0,33,12,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Újsortanya,02,4246,Mgl.,3.0,18,8,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Újtelekbokor,02,4400,Mgl.,6.5,256,98,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Vadastanya,02,4246,Mgl.,5.0,42,16,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Vadritkadűlő,02,4400,Mgl.,8.5,20,5,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Vajdabokor,01,4400,,7.0,339,128,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Vargabokor,02,4400,Mgl.,8.0,97,43,0
17206,Nyíregyháza,Szabolcs-Szatmár-Bereg,Zomboribokor,02,4400,Mgl.,5.0,65,28,0
28440,Nyírgelse,Szabolcs-Szatmár-Bereg,Baromlak,02,4362,Mgl.,5.0,2,1,0
28440,Nyírgelse,Szabolcs-Szatmár-Bereg,Kokastanya,02,4362,Kt.,2.0,,,
28440,Nyírgelse,Szabolcs-Szatmár-Bereg,Központi belterület,00,4362,,,"1,045",472,0
28440,Nyírgelse,Szabolcs-Szatmár-Bereg,Lakatostanya,02,4362,Mgl.,2.0,2,2,0
28440,Nyírgelse,Szabolcs-Szatmár-Bereg,Szilágyitanya,02,4362,Kt.,3.0,2,1,0
09238,Nyírgyulaj,Szabolcs-Szatmár-Bereg,Bátori út,02,4311,Mgl.,1.5,,,
09238,Nyírgyulaj,Szabolcs-Szatmár-Bereg,Központi belterület,00,4311,,,"1,842",761,1
09238,Nyírgyulaj,Szabolcs-Szatmár-Bereg,Ófehértói út,02,4311,Mgl.,1.5,,3,0
26435,Nyíri,Borsod-Abaúj-Zemplén,Kápolnatanya,02,3997,Kt.,3.0,,,
26435,Nyíri,Borsod-Abaúj-Zemplén,Koplalótanya,02,3997,Kt.,2.4,,1,0
26435,Nyíri,Borsod-Abaúj-Zemplén,Központi belterület,00,3997,,,363,181,0
14696,Nyíribrony,Szabolcs-Szatmár-Bereg,Dózsatanya,02,4535,Mgl.,2.0,1,2,0
14696,Nyíribrony,Szabolcs-Szatmár-Bereg,Központi belterület,00,4535,,,"1,029",417,0
31477,Nyírjákó,Szabolcs-Szatmár-Bereg,Fő utca vége,02,4541,Lh.,0.6,9,3,0
31477,Nyírjákó,Szabolcs-Szatmár-Bereg,Központi belterület,00,4541,,,798,354,0
31477,Nyírjákó,Szabolcs-Szatmár-Bereg,Szabadság út eleje,02,4541,Lh.,0.5,,1,0
31477,Nyírjákó,Szabolcs-Szatmár-Bereg,Vica tanya,02,4541,Ipt.,1.0,,1,0
18290,Nyírkarász,Szabolcs-Szatmár-Bereg,Görömbeitanya,02,4544,Lh.,5.0,,,
18290,Nyírkarász,Szabolcs-Szatmár-Bereg,Karászmajor,02,4544,Lh.,1.3,1,1,0
18290,Nyírkarász,Szabolcs-Szatmár-Bereg,Kohntanya,02,4544,Lh.,6.5,,,
18290,Nyírkarász,Szabolcs-Szatmár-Bereg,Központi belterület,00,4544,,,"2,203",825,0
18290,Nyírkarász,Szabolcs-Szatmár-Bereg,Levelestanya,02,4544,Lh.,3.0,2,2,0
18290,Nyírkarász,Szabolcs-Szatmár-Bereg,Markytanya,02,4544,Lh.,8.0,,,
18290,Nyírkarász,Szabolcs-Szatmár-Bereg,Nagytanya,02,4544,Lh.,4.0,,,
18290,Nyírkarász,Szabolcs-Szatmár-Bereg,Nyulastanya,02,4544,Lh.,7.0,3,5,0
18290,Nyírkarász,Szabolcs-Szatmár-Bereg,Sulymostanya,02,4544,Lh.,8.0,,,
18290,Nyírkarász,Szabolcs-Szatmár-Bereg,Újtanya,02,4544,Lh.,5.0,1,1,0
32452,Nyírkáta,Szabolcs-Szatmár-Bereg,Gólyaszállás,02,4333,Mgl.,5.0,1,1,0
32452,Nyírkáta,Szabolcs-Szatmár-Bereg,Gulácsytanya,02,4333,Mgl.,4.0,,,
32452,Nyírkáta,Szabolcs-Szatmár-Bereg,Jékeytanya,02,4333,Mgl.,2.1,,,
32452,Nyírkáta,Szabolcs-Szatmár-Bereg,Központi belterület,00,4333,,,"1,882",631,0
32452,Nyírkáta,Szabolcs-Szatmár-Bereg,Kuructanya,02,4333,Mgl.,2.5,2,2,0
32452,Nyírkáta,Szabolcs-Szatmár-Bereg,Németitanya,02,4333,Mgl.,3.5,6,2,0
25928,Nyírkércs,Szabolcs-Szatmár-Bereg,Központi belterület,00,4537,,,700,300,0
25928,Nyírkércs,Szabolcs-Szatmár-Bereg,Tsz-major,02,4537,Mgl.,0.9,2,1,0
11095,Nyírlövő,Szabolcs-Szatmár-Bereg,Központi belterület,00,4632,,,630,244,0
11271,Nyírlugos,Szabolcs-Szatmár-Bereg,Cserhágó,01,4371,,4.0,119,69,0
11271,Nyírlugos,Szabolcs-Szatmár-Bereg,Központi belterület,00,4371,,,"1,928",922,0
11271,Nyírlugos,Szabolcs-Szatmár-Bereg,Szabadságtelep,01,4371,,4.0,444,199,0
12274,Nyírmada,Szabolcs-Szatmár-Bereg,Fényestanya,02,4564,Mgl.,3.1,4,2,0
12274,Nyírmada,Szabolcs-Szatmár-Bereg,Fülöptag,02,4564,Mgl.,5.4,1,1,0
12274,Nyírmada,Szabolcs-Szatmár-Bereg,Golsteintanya,02,4564,Kt.,2.0,,,
12274,Nyírmada,Szabolcs-Szatmár-Bereg,Kétháztanya,02,4564,Kt.,5.4,,,
12274,Nyírmada,Szabolcs-Szatmár-Bereg,Központi belterület,00,4564,,,"4,649","1,537",0
12274,Nyírmada,Szabolcs-Szatmár-Bereg,Morvaytanya,02,4564,Mgl.,4.6,5,1,0
12274,Nyírmada,Szabolcs-Szatmár-Bereg,Petneházitanya,02,4564,Lh.,0.1,1,1,0
12274,Nyírmada,Szabolcs-Szatmár-Bereg,Sertéshizlalda-telep,02,4564,Kt.,0.3,,,
12274,Nyírmada,Szabolcs-Szatmár-Bereg,Szőlők,02,4564,Lh.,3.5,,,
12274,Nyírmada,Szabolcs-Szatmár-Bereg,Vargafarm,02,4564,Mgl.,6.7,2,1,0
12274,Nyírmada,Szabolcs-Szatmár-Bereg,Zöldtanya,02,4564,Lh.,6.2,,1,0
32382,Nyírmártonfalva,Hajdú-Bihar,Balkányitanya,02,4263,Mgl.,0.5,2,2,0
32382,Nyírmártonfalva,Hajdú-Bihar,Bánomkerttanya,02,4263,Mgl.,3.5,3,1,0
32382,Nyírmártonfalva,Hajdú-Bihar,Belsőgút,02,4263,Őh.,4.0,8,12,0
32382,Nyírmártonfalva,Hajdú-Bihar,Csizmaszártanya,02,4263,Kt.,3.5,,,
32382,Nyírmártonfalva,Hajdú-Bihar,Darvastanya,02,4263,Mgl.,2.0,10,9,0
32382,Nyírmártonfalva,Hajdú-Bihar,Debreceni út,02,4263,Mgl.,1.0,23,10,0
32382,Nyírmártonfalva,Hajdú-Bihar,Kökényestanya,02,4263,Mgl.,1.0,4,6,0
32382,Nyírmártonfalva,Hajdú-Bihar,Központi belterület,00,4263,,,"1,707",698,0
32382,Nyírmártonfalva,Hajdú-Bihar,Krucsatanya,02,4263,Mgl.,2.0,10,5,0
32382,Nyírmártonfalva,Hajdú-Bihar,Melániatanya,02,4263,Mgl.,3.0,43,23,0
32382,Nyírmártonfalva,Hajdú-Bihar,Nagytanya,02,4263,Mgl.,1.0,13,4,0
32382,Nyírmártonfalva,Hajdú-Bihar,Petőrész,02,4263,Mgl.,1.5,2,2,0
32382,Nyírmártonfalva,Hajdú-Bihar,Reviczkymajor,02,4263,Ki.,3.0,23,15,0
32382,Nyírmártonfalva,Hajdú-Bihar,Sövénykúti út,02,4263,Lh.,2.1,3,2,0
32382,Nyírmártonfalva,Hajdú-Bihar,Sterntanya,02,4263,Mgl.,4.0,5,1,0
23269,Nyírmeggyes,Szabolcs-Szatmár-Bereg,Csemetekert,02,4722,Mgl.,1.2,,,
23269,Nyírmeggyes,Szabolcs-Szatmár-Bereg,Fogarassytanya,02,4722,Kt.,3.0,,,
23269,Nyírmeggyes,Szabolcs-Szatmár-Bereg,Garancsitanya,02,4722,Lh.,1.8,,1,0
23269,Nyírmeggyes,Szabolcs-Szatmár-Bereg,Jékeytanya,02,4722,Kt.,4.0,2,2,0
23269,Nyírmeggyes,Szabolcs-Szatmár-Bereg,Katonatanya,02,4722,Mgl.,1.0,,,
23269,Nyírmeggyes,Szabolcs-Szatmár-Bereg,Kovácstanya,02,4722,Kt.,3.0,,,
23269,Nyírmeggyes,Szabolcs-Szatmár-Bereg,Központi belterület,00,4722,,,"2,438","1,014",1
23269,Nyírmeggyes,Szabolcs-Szatmár-Bereg,Nagyszállástanya,02,4722,Lh.,3.5,2,1,0
23269,Nyírmeggyes,Szabolcs-Szatmár-Bereg,Nyírmeggyes vasútállomás,02,4722,Forg.,2.0,3,1,0
23269,Nyírmeggyes,Szabolcs-Szatmár-Bereg,Péchytanya,02,4722,Mgl.,1.0,9,6,0
26365,Nyírmihálydi,Szabolcs-Szatmár-Bereg,Homoktag,02,4363,Lh.,3.0,,,
26365,Nyírmihálydi,Szabolcs-Szatmár-Bereg,Központi belterület,00,4363,,,"2,103",641,0
26365,Nyírmihálydi,Szabolcs-Szatmár-Bereg,Nácitag,02,4363,Lh.,3.0,1,1,0
10807,Nyírparasznya,Szabolcs-Szatmár-Bereg,Erdészház,02,4822,Őh.,1.6,,,
10807,Nyírparasznya,Szabolcs-Szatmár-Bereg,Központi belterület,00,4822,,,818,309,0
10807,Nyírparasznya,Szabolcs-Szatmár-Bereg,Vajastanya,02,4822,Mgl.,4.3,,,
33145,Nyírpazony,Szabolcs-Szatmár-Bereg,Bárczi,02,4531,Mgl.,3.0,51,20,0
33145,Nyírpazony,Szabolcs-Szatmár-Bereg,Erdőföld,02,4531,Mgl.,1.5,17,6,0
33145,Nyírpazony,Szabolcs-Szatmár-Bereg,Kabalás,02,4531,Mgl.,3.0,752,257,0
33145,Nyírpazony,Szabolcs-Szatmár-Bereg,Kistanya,02,4531,Mgl.,1.5,2,1,0
33145,Nyírpazony,Szabolcs-Szatmár-Bereg,Központi belterület,00,4531,,,"2,789","1,030",0
33145,Nyírpazony,Szabolcs-Szatmár-Bereg,Liszkai tanya,02,4531,Mgl.,2.5,36,12,1
33145,Nyírpazony,Szabolcs-Szatmár-Bereg,Nyulaska,02,4531,Mgl.,1.0,72,25,0
03878,Nyírpilis,Szabolcs-Szatmár-Bereg,Központi belterület,00,4376,,,724,174,0
28060,Nyírtass,Szabolcs-Szatmár-Bereg,060/3 kültelek,02,4522,Kt.,3.2,,,
28060,Nyírtass,Szabolcs-Szatmár-Bereg,Berkeszi út,02,4522,Mgl.,1.5,,,
28060,Nyírtass,Szabolcs-Szatmár-Bereg,Csajkostanya,02,4522,Mgl.,2.3,2,1,0
28060,Nyírtass,Szabolcs-Szatmár-Bereg,Feketetag,02,4522,Kt.,2.6,,,
28060,Nyírtass,Szabolcs-Szatmár-Bereg,Központi belterület,00,4522,,,"1,769",772,0
28060,Nyírtass,Szabolcs-Szatmár-Bereg,Pappliget,02,4522,Kt.,2.2,,,
28060,Nyírtass,Szabolcs-Szatmár-Bereg,Szabótanya,02,4522,Mgl.,10.0,,,
28060,Nyírtass,Szabolcs-Szatmár-Bereg,Szirmaitanya,02,4522,Mgl.,3.7,4,1,0
28060,Nyírtass,Szabolcs-Szatmár-Bereg,Thomkatanya,02,4522,Mgl.,1.6,,,
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Alsósóskút,02,4461,Lh.,3.4,158,52,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Bedőbokor,02,4461,Lh.,2.8,220,102,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Belegrád,01,4461,,0.0,345,112,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Bertalantanya,02,4461,Ipt.,1.0,4,3,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Dankóbokor,02,4461,Lh.,4.9,62,29,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Felsősóskút,02,4461,Lh.,4.3,166,73,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Ferenctanya,02,4461,Lh.,3.4,117,51,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Görögszállás,02,4461,Lh.,2.1,314,91,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Gyulatanya,02,4461,Lh.,5.7,237,113,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Horváthbokor,02,4461,Lh.,3.0,11,5,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Jakusbokor,02,4461,Lh.,2.2,54,24,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Királytelek-Sóstótanya,02,4461,Mgl.,1.8,,,
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Kispúposhalom,02,4461,Kt.,5.0,5,3,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Kossuth Lajos utca,02,4461,Lh.,1.0,65,29,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Központi belterület,00,4461,,,"4,411","1,669",0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Pallagpuszta,02,4461,Lh.,8.0,24,8,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Szekeresbokor,02,4461,Lh.,3.9,53,28,0
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Varjúlapos,02,4461,Lh.,7.3,279,107,0
