Timestamp,Életkora,Neme,Lakhelyének irányítószáma,Legmagasabb iskolai végzettsége,Hány éve szolgál?,Rendfokozata,Mennyire ismeri vagy használja a drónokat?,Az Ön civil munkaerőpiaci státusza,Az Ön átlagos havi nettó civil keresete (kérjük Magyar Foritban adja meg a kézhez kapott összeget),Az Ön civil munkahelyének mérete (ha alkalmazható),Az Ön civil munkahelyének tulajdonosi jellege (ha alkalmazható),Az Ön civil munkahelyének jogi formája (ha alkalmazható),"A drónok használatával sokkal jobban fel tudjuk deríteni a terepet, és pontosabban látjuk, mi történik körülöttünk.","A drónok megvédik a katonákat, mert nem kell személyesen bemennünk a legveszélyesebb helyzetekbe.","A raj és a szakasz gyorsabban tud dönteni és cselekedni, ha drónok is segítik a feladatot.",A modern eszközök (például a drónok) miatt több fiatal akar majd csatlakozni az önkéntes tartalékosokhoz.,"A jelenlegi, rövid idejű kiképzések alatt nincs elég idő arra, hogy rendesen megtanuljuk a drónok kezelését.","A különböző életkorú katonák nem egyformán értenek a digitális eszközökhöz, és ez gondot okozhat a használat során.","A terepen nehéz megoldani a drónok töltését és folyamatos karbantartását, így nem tudjuk őket megszakítás nélkül használni.",A drónirányítók és a földi csapatok közötti rossz kommunikáció miatt a fontos információk nem jutnak el időben a megfelelő helyre.,A civil életben (hobbiként vagy munkaként) szerzett drónos tudást a sereg nagyon jól és gyorsan tudná használni.,"A drónok miatt új, érdekesebb beosztások jöhetnek létre a tartalékos rendszernél (például drónkezelő).","A civilek jobban elismernék a tartalékosokat, ha látnák, hogy drónokkal segítünk például egy árvízi védekezésben vagy katasztrófánál.",A hazai haditechnikai fejlesztések révén a tartalékosok is könnyebben hozzájuthatnak a legújabb modern eszközökhöz.,Az ellenség zavaróberendezései könnyen használhatatlanná tehetik vagy megzavarhatják az egyszerűbb drónokat a harctéren.,A drónok használata miatt az ellenség könnyebben lehallgathat minket vagy feltörheti a rendszereinket.,"A szigorú légtér- és jogszabályok miatt nehéz lesz engedélyt kapni arra, hogy a terepen, a valóságban is sokat gyakorolhassunk velük.","Ha a katonák túlságosan hozzászoknak a technika nyújtotta kényelemhez, elfelejthetik az alapvető harcászati és tájékozódási szabályokat."
16/08/2026 18:24:40,41,Nő,2377,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",1,Őrvezető,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Alkalmazott / (Köz) Foglalkoztatott / Segítő,700000,Nagyvállalat (250+ fő),Külföldi tulajdonú / Nemzetközi (multi),KFT (Korlátolt felelősségű társaság),6,6,6,6,7,5,6,4,5,4,2,3,5,4,5,5
16/08/2026 18:35:37,30,Nő,6000,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",6,Őrmester,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Inaktív,640000,Nagyvállalat (250+ fő),Állami-közszféra,hm,7,5,7,1,7,7,5,6,6,3,2,2,5,3,5,2
16/08/2026 18:36:48,49,Nő,9241,Szakiskola / Szakmunkásképző,5,Szakaszvezető ,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,150000,Mikrovállalkozás (1–9 fő),Külföldi tulajdonú / Nemzetközi (multi),KFT (Korlátolt felelősségű társaság),7,7,7,3,7,7,4,7,7,7,3,1,6,4,7,4
16/08/2026 20:31:50,54,Nő,1225,Szakiskola / Szakmunkásképző,8,Őrvezető ,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Alkalmazott / (Köz) Foglalkoztatott / Segítő,450000,Kisvállalkozás (10–49 fő),Állami-közszféra,,7,7,7,1,1,1,1,1,7,1,1,7,5,7,7,5
16/08/2026 20:33:44,59,Férfi,9900,Szakiskola / Szakmunkásképző,0,Szakaszvezető ,Soha nem találkoztam / nem foglalkoztam velük,Alkalmazott / (Köz) Foglalkoztatott / Segítő,700000,Nagyvállalat (250+ fő),Külföldi tulajdonú / Nemzetközi (multi),KFT (Korlátolt felelősségű társaság),7,2,6,1,7,7,4,4,7,7,7,7,5,5,6,5
16/08/2026 20:51:10,59,Férfi,6762,Érettségi (középiskola),7,Főtörzsőrmester,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Egyéni vállalkozó,520000,Mikrovállalkozás (1–9 fő),Magyar tulajdonú,EV (Egyéni vállalkozó),7,7,7,4,4,4,5,5,7,6,6,4,7,5,5,1
16/08/2026 20:58:27,31,Férfi,4121,Érettségi (középiskola),8,Főtörzsőrmester ,Rendszeresen használok drónt (pl. hobby vagy munka céljából),Alkalmazott / (Köz) Foglalkoztatott / Segítő,480000,Nagyvállalat (250+ fő),Állami-közszféra,Egészségügy ,7,7,7,4,7,7,6,6,5,5,5,2,3,3,4,5
16/08/2026 21:01:31,49,Férfi,2317,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",1,Őrvezető,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,1000000,Középvállalkozás (50–249 fő),Külföldi tulajdonú / Nemzetközi (multi),KFT (Korlátolt felelősségű társaság),7,7,7,4,7,1,1,3,7,7,4,4,7,5,5,1
16/08/2026 21:01:39,45,Férfi,4144,Érettségi (középiskola),1,Közkatona,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Alkalmazott / (Köz) Foglalkoztatott / Segítő,760000,Nagyvállalat (250+ fő),Külföldi tulajdonú / Nemzetközi (multi),KFT (Korlátolt felelősségű társaság),7,7,7,7,7,7,1,1,4,2,2,1,2,1,1,7
16/08/2026 21:42:35,52,Férfi,1097,Érettségi (középiskola),2,Szakaszvezető,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,X,Kisvállalkozás (10–49 fő),Állami-közszféra,KFT (Korlátolt felelősségű társaság),7,6,7,6,7,5,7,7,6,6,7,5,5,5,4,7
16/08/2026 22:21:21,48,Férfi,7100,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",6,Hadnagy,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Alkalmazott / (Köz) Foglalkoztatott / Segítő,0,Nagyvállalat (250+ fő),Állami-közszféra,RT (Részvénytársaság),7,7,7,4,2,6,2,2,7,6,4,6,7,6,2,5
16/08/2026 22:45:10,20,Férfi,2473,Érettségi (középiskola),3,Szakaszvezető,Rendszeresen használok drónt (pl. hobby vagy munka céljából),Alkalmazott / (Köz) Foglalkoztatott / Segítő,X,Középvállalkozás (50–249 fő),Állami-közszféra,Állami szerv,7,6,7,5,6,6,3,4,6,7,7,7,4,5,2,1
16/08/2026 23:52:02,65,Nő,1098,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",3,Szakaszvezető,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Alkalmazott / (Köz) Foglalkoztatott / Segítő,540000,Nagyvállalat (250+ fő),Állami-közszféra,Önkormányzat ,7,7,7,6,4,4,5,4,6,7,7,6,5,5,5,5
17/08/2026 00:15:18,45,Férfi,7627,Érettségi (középiskola),3,Őrmester ,Rendszeresen használok drónt (pl. hobby vagy munka céljából),Társas vállalkozó,700000,Középvállalkozás (50–249 fő),Magyar tulajdonú,RT (Részvénytársaság),7,5,7,4,2,2,2,2,7,7,7,7,4,1,1,1
17/08/2026 06:28:28,23,Férfi,1016,Érettségi (középiskola),4,Őrmester ,Rendszeresen használok drónt (pl. hobby vagy munka céljából),Munkanélküli,0,,,,7,7,7,4,7,7,4,5,7,7,7,7,7,4,7,4
17/08/2026 10:57:15,43,Férfi,1081,Szakiskola / Szakmunkásképző,1,Őrvezető,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Alkalmazott / (Köz) Foglalkoztatott / Segítő,430000,Nagyvállalat (250+ fő),Magyar tulajdonú,KFT (Korlátolt felelősségű társaság),7,3,7,4,7,7,1,3,7,7,5,3,7,1,5,7
17/08/2026 11:04:07,72,Férfi,8000,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",30,Ezredes,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Inaktív,300000,,,,7,7,7,5,3,4,4,4,6,6,4,5,5,2,3,3
17/08/2026 11:13:29,50,Férfi,2481,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",1,Szakaszvezető,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Alkalmazott / (Köz) Foglalkoztatott / Segítő,1,Nagyvállalat (250+ fő),Külföldi tulajdonú / Nemzetközi (multi),x,7,5,4,6,7,2,3,4,6,6,5,5,7,4,5,5
17/08/2026 20:46:11,22,Férfi,3950,Érettségi (középiskola),1,Szakaszvezető,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,600000,Középvállalkozás (50–249 fő),Magyar tulajdonú,KFT (Korlátolt felelősségű társaság),7,7,7,6,5,4,4,5,6,7,7,7,6,5,5,3
18/08/2026 07:58:42,33,Férfi,7100,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",5,Főhadnagy ,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,300000,,Állami-közszféra,,7,4,6,6,4,4,4,5,6,6,6,4,4,4,5,2
18/08/2026 10:35:16,58,Férfi,7627,Szakiskola / Szakmunkásképző,2,Szakaszvezető,Rendszeresen használok drónt (pl. hobby vagy munka céljából),Társas vállalkozó,400000,Kisvállalkozás (10–49 fő),Magyar tulajdonú,KFT (Korlátolt felelősségű társaság),7,7,7,4,7,7,7,7,7,7,7,6,7,3,7,6
18/08/2026 11:17:52,45,Férfi,5356,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",0,Alhadnagy,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,800000,Kisvállalkozás (10–49 fő),Külföldi tulajdonú / Nemzetközi (multi),KFT (Korlátolt felelősségű társaság),4,4,5,2,4,5,6,5,5,4,4,4,5,6,5,6
18/08/2026 12:00:59,42,Férfi,3300,Érettségi (középiskola),4,Főtörzsőrmester,Rendszeresen használok drónt (pl. hobby vagy munka céljából),Egyéni vállalkozó,0,Mikrovállalkozás (1–9 fő),Magyar tulajdonú,KFT (Korlátolt felelősségű társaság),7,7,7,5,5,5,4,2,6,4,4,2,6,4,4,3
18/08/2026 15:48:55,59,Férfi,3780,Szakiskola / Szakmunkásképző,1,Szakaszvezető,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,500000,Középvállalkozás (50–249 fő),Magyar tulajdonú,KFT (Korlátolt felelősségű társaság),7,7,7,5,7,7,6,5,4,6,7,1,6,4,5,7
19/08/2026 10:00:00,43,Nő,9011,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",2,Őrmester,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,900000,Nagyvállalat (250+ fő),Külföldi tulajdonú / Nemzetközi (multi),Egyesület ,5,6,6,5,7,6,5,5,6,6,5,6,5,4,6,5
19/08/2026 10:34:00,44,Férfi,7130,Szakiskola / Szakmunkásképző,5,Szakaszvezető,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Munkanélküli,300000,,,,4,2,7,6,7,4,4,4,5,7,5,5,4,4,7,4
19/08/2026 10:54:12,57,Férfi,5430,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",4,Főhadnagy,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,600000,Nagyvállalat (250+ fő),Állami-közszféra,MH,7,7,7,5,7,5,1,1,7,7,7,5,7,1,1,1
19/08/2026 11:21:45,23,Férfi,4030,Érettségi (középiskola),4,Főtörzsőrmester ,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Munkanélküli,0,,,,6,5,5,2,7,6,4,2,7,5,3,1,6,3,3,2
19/08/2026 11:59:38,57,Férfi,3700,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",7,Őrnagy,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,470000,Középvállalkozás (50–249 fő),Állami-közszféra,,7,3,5,3,7,6,4,2,3,5,2,2,4,2,2,1
19/08/2026 12:00:31,58,Férfi,6500,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",9,Főtörzsőrmester,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,700000,Mikrovállalkozás (1–9 fő),Állami-közszféra,Költségvetési szerv,7,7,7,5,5,7,6,6,7,7,6,6,6,5,5,5
19/08/2026 12:09:01,21,Férfi,4034,Érettségi (középiskola),1,Közkatona,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Inaktív,0,,,,7,7,7,4,7,7,5,4,5,7,4,3,5,1,1,1
19/08/2026 12:17:16,20,Férfi,4034,Érettségi (középiskola),2,Szakaszvezető ,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,350000,Nagyvállalat (250+ fő),Külföldi tulajdonú / Nemzetközi (multi),RT (Részvénytársaság),7,6,7,4,7,7,5,2,7,5,3,5,6,7,5,3
19/08/2026 12:19:57,51,Férfi,6430,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",7,Százados,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,500000,Kisvállalkozás (10–49 fő),Állami-közszféra,Közös Önkormányzati Hivatal,5,6,7,3,7,7,5,4,4,6,6,4,6,6,2,4
19/08/2026 14:10:40,46,Férfi,9400,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",5,Főhadnagy ,Rendszeresen használok drónt (pl. hobby vagy munka céljából),Egyéni vállalkozó,350000,Mikrovállalkozás (1–9 fő),,EV (Egyéni vállalkozó),7,7,6,5,6,7,5,4,6,6,5,5,6,6,4,6
19/08/2026 15:50:00,33,Nő,9021,Szakiskola / Szakmunkásképző,0,Őrvezető,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Inaktív,0,,,,7,7,7,4,7,6,7,6,7,7,5,1,5,5,5,7
19/08/2026 16:29:05,34,Férfi,9200,Szakiskola / Szakmunkásképző,3,Szakaszvezető ,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,800000,Nagyvállalat (250+ fő),Külföldi tulajdonú / Nemzetközi (multi),RT (Részvénytársaság),6,6,6,7,3,4,1,1,6,7,7,7,4,4,1,2
19/08/2026 16:29:07,21,Férfi,9200,Érettségi (középiskola),2,Őrmester,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,570000,Nagyvállalat (250+ fő),Állami-közszféra,,7,6,6,5,7,6,3,3,7,7,5,4,6,2,2,2
19/08/2026 16:40:05,32,Férfi,9027,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",2,Hadnagy,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Alkalmazott / (Köz) Foglalkoztatott / Segítő,572000,Nagyvállalat (250+ fő),Állami-közszféra,EV (Egyéni vállalkozó),7,4,4,5,7,7,4,4,7,5,4,4,4,3,6,3
20/08/2026 08:55:15,20,Nő,9028,Érettségi (középiskola),1,Őrvezető,Kezeltem már drónt rövidebb ideig (pl. ismerősnél),Munkanélküli,0,,,,7,6,6,7,3,5,2,2,6,7,5,5,6,3,2,2
20/08/2026 08:56:39,45,Férfi,1125,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",0,Közkatona,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Egyéni vállalkozó,250000,Mikrovállalkozás (1–9 fő),Magyar tulajdonú,EV (Egyéni vállalkozó),7,5,5,4,4,6,6,5,7,7,7,7,7,6,6,6
20/08/2026 09:48:00,21,Férfi,2943,Érettségi (középiskola),1,Őrvezető,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Munkanélküli,0,,,,7,7,5,5,6,6,5,3,5,7,5,6,6,4,3,3
20/08/2026 09:50:02,22,Férfi,2943,Szakiskola / Szakmunkásképző,1,Őrvezető,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Munkanélküli,0,,,,7,5,6,6,7,4,3,2,4,7,6,5,7,4,2,3
20/08/2026 11:55:03,20,Férfi,6400,Általános iskola,2,Szakaszvezető ,Rendszeresen használok drónt (pl. hobby vagy munka céljából),Inaktív,X,,,,7,7,7,4,6,6,7,1,7,7,5,2,7,4,1,7
20/08/2026 15:01:25,40,Férfi,1022,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",3,Hadnagy,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Társas vállalkozó,1000000,Kisvállalkozás (10–49 fő),Magyar tulajdonú,RT (Részvénytársaság),7,7,7,5,6,4,4,4,6,6,5,3,6,4,2,5
21/08/2026 17:28:15,27,Nő,7400,Érettségi (középiskola),8,Őrmester,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Alkalmazott / (Köz) Foglalkoztatott / Segítő,X,,Állami-közszféra,,7,5,5,2,6,4,3,4,2,3,2,2,5,3,6,6
24/08/2026 20:30:22,45,Férfi,9026,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",0,Közkatona,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Egyéni vállalkozó,500000,Mikrovállalkozás (1–9 fő),Magyar tulajdonú,KFT (Korlátolt felelősségű társaság),7,4,7,6,1,2,1,4,6,7,4,7,7,1,2,3
25/08/2026 21:21:44,25,Férfi,2114,"Felsőfokú végzettség (diploma, BSc/BA, MSc/MA)",0,Közkatona,Rendszeresen használok drónt (pl. hobby vagy munka céljából),Munkanélküli,0,,,,7,7,7,7,7,6,6,6,7,7,5,6,7,4,2,3
28/08/2026 19:42:52,65,Férfi,6343,Szakiskola / Szakmunkásképző,10,Főtörzsőrmester,"Láttam már, vagy hallottam róluk a médiában / környezetemben",Munkanélküli,140000,,,Nyugdíjas ,7,7,7,5,2,4,2,3,1,7,3,7,2,7,7,7
